code,favela_name,favela_address,upp,controlling_faction_2019,type,controlling_faction_2013,detail_controlling_faction_2013,controlling_faction_2009,controlling_faction_2008,controlling_faction_2007,controlling_faction_2006,controlling_faction_2005,social_progress_index
620,PARQUE ESPERANCA,RUA MORAES PINHEIRO - ANCHIETA - COMPLEXO PQ CRIANÇA ESPERANÇA,2,MILICIA,,MILICIA,ARMED,CV,CV,CV,CV,CV,0.554
621,PARQUE TIRADENTES,RUA MORAES PINHEIRO 425 - RICARDO DE ALBUQUERQUE COMPLEXO PQ CRIANÇA ESPERANÇA,2,MILICIA,,MILICIA,ARMED,CV,CV,CV,CV,CV,0.506
622,ASSOCIACAO COMUNITARIA VILA ALVORADA,ETR RIO DO PAU 1195 - ANCHIETA - COMPLEXO ASS. COM. VILA ALVORADA,2,CV,N,CV,ARMED,CV,CV,CV,CV,CV,0.474
623,OITO DE DEZEMBRO,ESTR RIO DO PAU 1120 - ANCHIETA - COMPLEXO ASSOC COMUM VILA ALVORADA,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.604
624,VILA ELZA,RUA GOMES LOPES 42 - SANTA TERESA - COMPLEXO VILA ANCHIETA,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.551
625,A.M. E AMIGOS DE SANTA TEREZA,RUA JOSE DE ALENCAR 47 - VILA PARAISO,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.583
626,VILA PARAISO,RUA PARAISO - SANTA TERESA - COMPLEXO VILA PARAISO,1,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.573
628,VILA SANTA TEREZINHA,ESTR DO ITANHANGÁ  1005 - ITANHANGÁ,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,
629,COMUNIDADE DE CLARA NUNES,RUA AZEVEDO LIMA 102 - RIO COMPRIDO - COMPLEXO DO SÃO CARLOS,1,ADA,,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,
630,COMUNIDADE ARAMARI,RUA ARAMARI - ANCHIETA - COMPLEXO CRIANÇA ESPERANÇA,2,MILICIA,,MILICIA,ARMED,CV,CV,CV,CV,CV,0.546
633,SAO JERONIMO,RUA ROTARY - CAMPO GRANDE,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.535
634,AREAL (RA-GUARATIBA),Rua Gal Pessoa Cavalcante 3223 - GUARATIBA - COMPLEXO AREAL,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,ADA,ADA,0.544
635,QUATORZE DE JULHO,RUA CARINHANHA 479 - MAGALHÃES BASTOS - COMPLEXO QUATORZE DE JULHO,2,ADA,N,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.524
639,NOVO CAMARAO,ESTR VITOR DUMAS 1495 - SANTA CRUZ,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.479
640,NOVO TINGUI,RUA FREDERICO DE MENEZES - CAMPO GRANDE,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.545
641,LUIS FERNANDO VICTOR FILHO,RUA DRA LEA MARIA DIAS 9 - SANTA CRUZ,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,TCP,0.431
642,BAIRRO AGULHAS NEGRAS,ETR AGULHAS NEGRAS CAMPO GRANDE,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.543
643,CHICO MENDES (MORRO DO CHAPADAO),RUA COSME DAMIÃO 39 - COSTA BARROS - COMPLEXO CHICO MENDES -  MORRO DO CAHAPADÃO,2,CV,DT,CV,ARMED,CV,CV,CV,CV,CV,0.519
644,BELA VISTA DO MATO ALTO,RUA CÂNDIDO BENICIO 2935 - PÇA SECA - COMPLEXO FAZENDA MATO ALTO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,CV,0.525
645,BEIRADA DO RIO,AV CIDADE DE DEUS 137 CDD - COMPLEXO SANTA EFIGÊNIA,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,
646,ESTRADA DO PONTAL (CAITE),ESTR DO PONTAL 3900 - RECREIO DOS BANDEIRANTES,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.391
647,CASCATINHA,ESTR DA CASCATINHA - 250 - VARGEM GRANDE,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.32
648,GROTA FUNDA,ESTR GROTA FUNDA - RECREIO DOS BANDEIRANTES,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.33
649,VILA DOUTOR CRESPO,RUA DOUTOR CRESPO 156 - RECREIO DOS BANDEIRANTES,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.426
650,ANTIGA CRECHE,RUA ANDRE ROCHA - 4600 - CURICICA - COMPL JULIANO MOREIRA,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.559
651,CARICO,Rua Taifeiro Osmar de Morais - ANTIGA RUA 27 - GALEÃO - COMPLEXO VILA JOANIZA,2,TCP,,TCP,ARMED,CV,CV,CV,CV,CV,0.594
652,COMUNIDADE AVENIDA DAS AMERICAS,AV DAS AMÉRICAS KM 21 - RECREIO DOS BANDEIRANTES,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.39
653,AGUIA DOURADA,Rua 50 Nº 76 - GALEÃO - COMPL VILA JOANIZA,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.499
654,TRAVESSA ESTRADA GRANDE 1397,TRAVESSA ESTRADA GRANDE 1397 - GALEÃO - COMPLEXO VILA JOANIZA,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.409
655,VILA NOVA CANAA,TRAVESSA ESTRADA GRANDE 1813 - GALEÃO - COMPLEXO VILA JOANIZA,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.385
656,MANDACARU II,RUA DA FARINHA 720 - PENHA CIRCULAR - COMPLEXO MERCADO SÃO SEBASTIÃO,2,CV,,CV,ARMED,MILICIA,MILICIA,CV,CV,CV,
657,"RUA URUCUIA, 570","RUA URUCUIA, 570 - VILA VALQUEIRE",2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.549
658,SAO GONCALO DO AMARANTE,RUA SÃO GONÇALO DO AMARANTE - JACAREPAGUA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.581
659,MORRO DO CAMORIM,ESTR CAMORIM 1300 - CAMORIM,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,
660,RUA PROF. BURLAMAQUI,RUA PROF. BURLAMAQUI - VSZ LOBO - COMPLEXO DA GROTA,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.503
661,CURICICA 1 (RA-JACAREPAGUA),Rua Gal Pessoa Cavalcante 166 - CURICICA - COMPLEXO VILA UNIÃO DA CURICICA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.539
662,CHACARA DO TANQUE,RUA CANDIDO BENÍCIO - 4168 - TANQUE ,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.563
663,SERVIDAO D,SERVIDÃO D - RECREIO DOS BANDEIRANTES,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,
664,"AVENIDA MERITI, 4483",AVN MERITI 4483 - IRAJÁ,2,CV,S,CV,ARMED,CV,CV,CV,CV,CV,
665,PARQUE BOA ESPERANCA (RA-PAVUNA),ESTRADA DO CAMBOATÁ 4253 - COSTA BARROS - COMPLEXO CHICO MENDES - MORRO DO CHAPADÃO,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.537
666,VALE DO IPE,SESTR DO GUERENGUÊ - JACAREPAGUA - COMPLEXO COLONIA JULIANO MOREIRA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.571
667,27 DE SETEMBRO,RUA ANDRE ROCHA 2630 A,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,
668,"RUA ANDRE ROCHA, 2630 B",RUA ANDRÉ ROCHA 2630 - TAQUARA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,
669,PARQUE ITAMBE,RUA ITAMBÉ 5 - RAMOS - COMPLEXO PARQUE ITAMBÉ,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.585
670,PARQUE NOVA MARACA,RUA NOVA MARACÁ 3 - TOMAS COELHO - COMPLEXO NOVA MARACÁ,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.379
671,RUA ADALBERTO TANAJURA,RUA ADALBERTO TANAJURA  - ANCHIETA - COMPLEXO VILA SÃO SEBASTIÃO,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.59
672,RUA TENENTE LASSANCE,RUA TENENTE LASSANCE - ANCHIETA - COMPLEXO VILA SÃO SEBASTIÃO,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.504
673,PROFESSORA JUSTINA MARQUES,RUA PROFESSORA JUSTINA MARQUES SANTISSIMO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,TCP,TCP,TCP,0.542
674,RUA PROFESSOR SILVA CAMPOS,RUA PROFESSOR SILVA CAMPOS - FREGUESIA - COMPLEXO RUA BUDAPESTE,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,
676,VILA AMARAL,RUA AMRAL ORNELAS - PAVUNA - COMPLEXO VILA NOVA DA PAVUNA,2,MILICIA,,MILICIA,ARMED,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,0.428
677,VILA NOVA DA PAVUNA,RUA DOUTOR MARIO DIAS DE ALENCAR - PAVUNA - COMPLEXO VILA NOVA DA PAVUNA,2,MILICIA,,MILICIA,ARMED,CV,CV,CV,CV,CV,0.427
678,QUITANDA,ESTR BOTAFOGO 480 - COSTA BARROS - COMPLEXO QUITANDA,2,ADA,DT,ADA,ARMED,CV,CV,CV,CV,CV,0.388
679,BATISTINHA,ESTRADA RIO DO PAU 3000 - PAVUNA - COMPLEXO VILA NOVA DA PAVUNA,2,MILICIA,,MILICIA,UNARMED,CV,CV,CV,CV,CV,0.547
680,VILA VERDE (RA-CAMPO GRANDE),ESTR LAMEIRÃO 593 - CAMPO GRANDE - COMPLEXO NOVA ESPERANÇA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,
681,NOVA ESPERANCA (RA-CAMPO GRANDE),ESTR DO LAMEIRÃO - SANTÍSSIMO - COMPLEXO NOVA ESPERANÇA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,TCP,TCP,TCP,0.532
682,RETIRO DO LAMEIRAO,ESTR LAMEIRÃO C/ RUA VASSOURAS - SANTISSIMO - COMPLEXO NOVA ESPERANÇA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,TCP,TCP,0.544
683,VILA SAO SEBASTIAO,RUA ARAUJO ROZO - ANCHIETA - COMPLEXO VILA SÃO SEBASTIÃO,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.402
684,RUA SEM NOME,RUA PAULO NUNES - SANTISSIMO,2,TCP,,TCP,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.32
685,RECANTO DOS MOTORISTAS,ESTR DO MAGARÇA - GUARATIBA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.513
686,CABUIS (RA-GUARATIBA),ESTR DA PEDRA 7200 - GUARATIBA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.496
687,JARDIM GUARATIBA,ESTR DA PEDRA - GUARATIBA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.419
688,LOTEAMENTO JOSUE,RUA PINTOR LEANDRO JOAQUIM - CDD,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.553
689,CASTOR DE ANDRADE,ESTR DO ENGENHO 1891 - BANGU - COMPLEXO ALTO KENNEDY,2,CV,DT,CV,ARMED,ADA,ADA,ADA,ADA,ADA,0.531
690,RETIRO DAS MANGUEIRAS,ESTR DO TAQUARAL 382 - BANGU - COMPLEXO FAZENDA COQUEIRO,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.54
691,ALTO KENNEDY,RUA JOAQUIM PIRES CERVEIRA 1 - BANGU - COMPL ALTO KENNEDY,2,CV,DT,CV,ARMED,CV,CV,CV,CV,CV,0.494
692,VILA JUREMA 1 (RA-REALENGO),AV BRASIL 28560 - REALENGO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,ADA,ADA,ADA,0.401
693,PARQUE NOVA CIDADE DE ACARI,TRAVESSA IRACEMA - PAVUNA - COMPLEXO BAIRRO DA PEDREIRA,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.373
694,RUA 66 (CESARAO),RUA 66 - SANTA CRUZ - COMPLEXO BAIRRO CANAÃ,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.428
695,SAO GOMARIO,RUA SÃO GOMÁRIO - SANTA CRUZ - COMPLEXO TRES PONTES,2,TCP,,TCP,ARMED,CV,CV,CV,CV,CV,0.516
696,NOVA BRASILIA (RA-ALEMAO),AV ITAOCA 1862 - ALEMÃO - COMPLEXO DO ALEMÃO,1,COMPLEXO DO ALEMAO OCCUPATION,,COMPLEXO DO ALEMAO OCCUPATION,DISARTICULATED CV,CV,CV,CV,CV,CV,0.401
697,NOVA JERSEI,RUA PEDRALVA - PACIENCIA - COMPLEXO NOVA JERSEI,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,CV,0.491
698,COLORADO,RUA MANTENÓPOLIS - PACIÊNCIA - COMPLEXO NOVA JERSEI,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,CV,0.472
699,1 DE ABRIL,Estrada do Gouveia - COMPLEXO NOVA JERSEI,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,TCP,TCP,0.403
700,"AV. DAS AMERICAS, KM 37",AVN DAS AMERICAS KM 37 - GUARATIBA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.479
701,JARDIM LUANA,ESTR DO MAGARÇA 7625 - GUARATIBA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,ADA,ADA,0.411
702,VILA ABROLHOS,AV SANTA CRUZ - PADRE MIGUEL,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.549
703,RUA BERNARDO DE VASCONCELOS E ADJACENCIAS,RUA BERNARDO DE VASCONCELOS - REALENGO,2,MILICIA,,MILICIA,ARMED,CV,CV,CV,CV,CV,0.513
704,TRAVESSA MAGARCA,ESTR DO MAGARÇA - GUARATIBA - COMPLEXO BAIRRO DE SÃO PEDRO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.591
705,RUA VALE VERDE,ESTR DO MAGARÇA - RUA VALE VERDE - GUARATIBA - COMPLEXO BAIRRO DE SÃO PEDRO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.561
706,BAIRRO DE SAO PEDRO,ESTR DO MAGARÇA 2121 - GUARATIBA - COMPLEXO BAIRRO DE SÃO PEDRO,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.547
707,SANTA CLARA,ESTR CANHANGA - GUARATIBA - COMPLEXO ESTR DO MAGARÇA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.426
708,ZIZA,guaratiba,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.359
709,BECO DO CARCARA,Rua Tito Porto Carrero 35 - PACIÊNCIA,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.509
710,SAQUACU,ESTR DO FURADO - PACIÊNCIA - COMPLEXO SAQUAÇU,2,MILICIA,,MILICIA,ARMED,CV,CV,CV,CV,CV,0.48
711,JARDIM NOSSA SENHORA DAS GRACAS,AV BRASIL KM 39 - CAMPO GRANDE - COMPLEXO JARDIM NOSSA SENHORA DAS GRAÇAS,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,ADA,ADA,0.473
712,VALE DOS EUCALIPTOS,ESTR DUARTE NUNES 350 - SENADOR VASCONCELOS,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,TCP,TCP,0.393
713,VILA VERDE (RA-SANTA CRUZ),AV ANTARES - SANTA CRUZ - COMPLEXO PANTANAL,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.518
714,PANTANAL (RA-SANTA CRUZ),AV ANTARES - SANTA CRUZ - COMPLEXO PANTANAL,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.539
715,FAZENDA CASSIANA,RUA PRESIDENTE MÉDICI 36 - PACIÊNCIA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.509
716,CAMINHO DA UNIAO,ESTR DO FRAGOSO 2001 - GUARATIBA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.315
717,ESTRADA DO GANDU,ESTR DO GUANDU 900 - CAMPO GRANDE,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.414
718,RUA HELIO CORREA,ESTR PIAÍ 2017 -RUA HELIO CORREA - SEPETIBA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,ADA,ADA,
719,VASCONCELOS,AV JOAQUIM MAGALHÃES 510 - SENADOR VASCONCELOS - COMPLEXO MARCONDES DA LUZ,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,TCP,TCP,0.555
720,PARQUE DAS NOGUEIRAS,ESTR MANUEL NOGUEIRA DE SÁ 531 - REALENGO - COMPLEXO VILA JOÃO LOPES,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,ADA,ADA,
721,DO HORTO,RUA PACHECO LEÃO - JARDIM BOTANICO,2,CV,,CV,UNARMED,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,0.573
722,"AV. SANTA CRUZ, 3556",AVN SANTA CRUZ 3556 - BANGU,2,ADA,N,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,
723,CAMINHO DO BORGES,RUA ENG PAULA LOPES - 780 - BANGU COMPLEXO TIBAGI,2,TCP,,TCP,ARMED,CV,CV,CV,CV,CV,0.514
724,PROLONGAMENTO SENHORA,RUA SENHORA 400 - CAMPO GRANDE,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.445
725,CABUIS (RA-CAMPO GRANDE),ESTRADA DO MENDANHA 1675 - CAMPO GRANDE,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.543
726,29 DE MARCO,ETR PACIENCIA 120 - COMPLEXO VILA VITORIA RA CG,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.468
727,NOVA CONQUISTA,RUA ITAGIBA C/ RUA INDEPENDÊNCIA - COSMOS - COMPLEXO VILA DO CCEU,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.439
728,PARQUE PROLETARIO VILA ESPERANCA,RUA PROF SOUZA MOREIRA - INHAÚMA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.535
729,VILAR CARIOCA,RUA OLINDA ELLIS - CAMPO GRANDE - COMPLEXO VILA MANGUEIRAL,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.44
730,CAMINHO DO MORRO,ESTR DO CANTAGALO - CAMPO GRANDE,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.448
731,BAIRRO FERNAO MAGALHAES,RUA FERNAO DE MAGALHAES - 237 - CAMPO GRANDE,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.454
732,BECO SEM NOME,ESTRADA DO MATO ALTO 428 - CAMPO GRANDE,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.49
733,NOVO JARDIM MARAVILHA,ESTR DO MAGARÇA - GUARATIBA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.519
734,LARGO DO CORREA (RA-GUARATIBA),ESTR MATO ALTO 3194 - GUARATIBA - COMPLEXO DO AREAL,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.566
735,LARGO DO CORREA 1 (RA-GUARATIBA),ESTR DA CACHAMORRA COM OLAVA GAMA - GUARATIBA - COMPLEXO LARGO DO CORREIA 1,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.536
736,BECO DO RATO,RUA IBEMA 18 - GUARATIBA,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.412
737,VITORIA DA CONQUISTA,sargento marquetti - marechal hermes,2,MILICIA,,MILICIA,UNARMED,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,0.555
738,RUA BRICIO DE MORAES,RUA BRICIO DE MORAES - TOMÁS COELHO - COMPLEXO MORRO DO JURAMENTO,2,TCP,,TCP,ARMED,CV,CV,CV,CV,CV,
739,VISCONDE DE SABOIA,rua visconde de saboia - cavalcanti,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.575
740,MORRINHO,RUA CONDE PEREIRA CARNEIRO 356 - PENHA CIRCULAR,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,
741,"RUA CASTRO MENEZES, 928",RUA CASTRO MENEZES 928 - BRÁS DE PINA - COMPLEXO DA RUA GUAÍRA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,CV,CV,CV,
742,CANTINHO DO RIO,RUA  OLIVEIRA MELO 786 - CORDOVIL - COMPLEXO DOURADOS,2,CV,N,CV,UNARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.522
743,PRACA CANDIDA VARGAS,PRAÇA CÂNDIDA VARGAS - HONÓRIO GURGEL,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.372
744,NOVA OLINDA,AV AUTOMÓVEL CLUBE C/ RUA NOVA OLINDA - PAVUNA,2,CV,,CV,UNARMED,CV,CV,NEUTRAL,NEUTRAL,NEUTRAL,0.486
746,"RUA EMBAU, 349","RUA EMBAU, 349 - PAVUNA - COMPLEXO PARQUE UNIDOS",2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.557
748,FORCA DO POVO,TRAVESSA SEBASTIÃO DRUMOND - RICARDO DE ALBUQUERQUE - COMPLEXO PQ CRIANÇA ESPERANÇA,2,MILICIA,,MILICIA,ARMED,CV,CV,CV,CV,CV,0.471
749,CAMINHO DO RIO PEQUENO,CAMINHO DO RIO PEQUENO - JACAREPAGUÁ,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.293
750,RUA JOSE FELIX DE MARIZ,ESTR INTENDENTE MAGALHÃES C/ RUA JOSE FELIX DE MARIZ - CAMPINHO,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.574
751,TRAVESSA ANTONIO AVELINO,RUA FREI BENTO - OSVALDO CRUZ - COMPLEXO PARQUE VILA NOVA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,NEUTRAL,NEUTRAL,NEUTRAL,0.451
752,BECO DA AMIZADE,RUA IGUAPE 35 - CASCADURA,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.563
753,NEGRAO DE LIMA,RUA IGUÇU 1216 - MADUREIRA - COMPLEXO DA GROTA,2,TCP,,TCP,ARMED,CV,CV,CV,CV,CV,0.345
755,COMUNIDADE BANDEIRANTES,ESTR DOS BANDEIRANTES 26754 - VARGEM GRANDE,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.384
756,HELIO OITICICA,ESTR DOS BANDEIRANTES 18000 - VARGEM PEQUENA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.461
758,RUA SAMAUNA,ESTR BARRA DE GUARATIBA C/ CAMINHO DAS MOÇAS - BARRA DE GUARATIBA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,
759,VILA ARCO IRIS,AV SAMPAIO CORREA - JACAREPAGUA - COMPLEXO COLONIA JULIANO MOREIRA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.464
760,RUA SARGENTO PAULO MOREIRA,RUA SARGENTO PAULO MOREIRA - FREGUESIA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,NEUTRAL,0.54
761,AVENIDA GUIA LOPES,AVN GUIA LOPES 1093 - TAQUARA,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,
762,VACARIA,RUA CAÇU 600 - TAQUARA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,
763,"RUA MONSENHOR MARQUES, 277","RUA MONSENHOR MARQUES, 277 - PECHINCHA",2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.538
764,ENGENHO DA SERRA,RUA RUGENDAS 261 - JACAREPAGUÁ,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,NEUTRAL,NEUTRAL,0.369
765,FAZENDINHA DE AGUA SANTA,ESTR PAULO DE MEDEIROS 30 - ÁGUA SANTA,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.425
766,RUA DANIEL,RUA DANIEL 45 - FREGUESIA - COMPLEXO INÁCIO DO AMRAL,2,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.525
767,PRACA DA BIBLIA,PRAÇA DA BIBLIA - CDD - COMPLEXO INÁCIO AMARAL,2,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,
768,PANTANAL I (RA-JACAREPAGUA),RUA NEWTON TEIXEIRA - FREGUESIA - COMPLEXO INACIO DO AMARAL ,2,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.456
