code,favela_name,favela_address,upp,controlling_faction_2019,type,controlling_faction_2013,detail_controlling_faction_2013,controlling_faction_2009,controlling_faction_2008,controlling_faction_2007,controlling_faction_2006,controlling_faction_2005,social_progress_index
1,LADEIRA DOS FUNCIONARIOS,RUA CARLOS SEIDL 1281 - CAJU - COMPLEXO LADEIRA DOS FUNCIONÁRIOS,1,ADA,,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.541
2,MOREIRA PINTO,RUA MOREIRA PINTO - SANTO CRISTO,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.536
3,MORRO DA PROVIDENCIA,RUA EBROINO URUGUAI 140 - GAMBOA - COMPLEXO PROVIDÊNCIA,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.532
4,PARQUE BOA ESPERANCA (RA-PORTUARIA),RUA CARLOS SEIDL 1388 - CAJU - ,1,ADA,,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.538
5,PARQUE NOSSA SENHORA DA PENHA,RUA CARLOS SEIDL - 6 - CAJU,1,ADA,,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.57
6,PARQUE SAO SEBASTIAO,RUA CARLOS SEIDL 1333 - CAJU - COMPLEXO LADEIRA DOS FUNCIONÁRIOS,1,ADA,,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.529
7,PEDRA LISA,RUA REGO BARROS 97 - GAMBOA - COMPLEXO DA PROVIDENCIA,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.529
8,QUINTA DO CAJU,RUA GENERAL GURJÃO - CAJU,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.558
9,BISPO,RUA DO BISPO 117 - RIO COMPRIDO - COMPLEXO DO TURANO,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.547
10,MATINHA,RUA AURELIANO PORTUGAL 220 - RIO COMPRIDO - COMPLEXO DO TURANO,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.54
11,AZEVEDO LIMA,RUA AZEVEDO LIMA 108 A - RIO COMPRIDO - COMPLEXO DO SÃO CARLOS,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.54
12,SAO CARLOS,RUA FREI CANECA 40 - ESTÁCIO - COMPLEXO DE SÃO CARLOS,1,ADA,,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.535
13,CATUMBI,RUA VAN ERVEN 132 - COMPLEXO CATUMBI,1,ADA,,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.543
14,MORRO DO ESCONDIDINHO,RUA BARÃO DE PETRÓPOLIS 728 - SANTA TRERESA - COMPLEXO MORRO DOS PARAZERES,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.549
15,MORRO SANTOS RODRIGUES,RUA ITAPIRU 760 - RIO COMPRIDO - COMPLEXO DO CATUMBI,1,ADA,,ADA,ARMED,CV,CV,CV,CV,CV,0.534
16,PARQUE REBOUCAS,RUA SANTA ALEXANDRINA 1135 - RIO COMPRIDO - COMPLEXO VILA SANTA ALEXANDRINA,1,CV,,CV,UNARMED,CV,CV,CV,CV,CV,
17,PAULA RAMOS,RUA PAULA RAMOS 426 - RIO COMPRIDO - COMPLEXO VILA SANTA ALEXANDRINA,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.482
18,RATO,RUA LAURINDO RABELO 324 - ESTÁCIO ,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.538
19,SANTA ALEXANDRINA,RUA SANTA ALEXANDRINA 1045 - RIO COMPRIDO - COMPLEXO VILA SANTA ALEXANDRINA,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,
20,SUMARE,ESTR DO SUMARÉ - RIO COMPRIDO - COMPLEXO TURANO,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.542
21,VILA ANCHIETA,RUA BARÃO DE PETROPOLIS 388 - RIO COMPRIDO - COMPLEXO VILA ANCHIETA,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.579
22,VILA SANTA ALEXANDRINA,RUA SANTA ALEXANDRINA 1575 - RIO COMPRIDO - COMPLEXO VILA SANTA ALEXANDRINA,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.523
23,CERRO-CORA,RUA JOÃO DE LERY 1 - COSME VELHO - COMPLEXO GUARARAPES,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.553
24,GUARARAPES,RUA ALMIRANTE ALEXANDRINO - COSME VELHO - COMPLEXO DO GUARARAPES,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.554
25,HUMAITA,RUA HUMAITÁ 260 - HUMAITÁ,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.575
27,MANGUEIRA (RA-BOTAFOGO),RUA REAL GRANDEZA 546 - BOTAFOGO - COMPLEXO MANGUEIRA,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.568
28,MORRO AZUL,RUA PAULO VI 62 - FLAMENGO,2,UPP SOCIAL,,UPP SOCIAL,WITH DRUG TRAFFICKING,ADA,ADA,ADA,ADA,ADA,0.567
29,MORRO SANTA MARTA,"RUA MAL FRANCISCO DE MOURA 234, BOTAFOGO",1,UPP,,UPP,WITHOUT DRUG TRAFFICKING,NEUTRAL,NEUTRAL,CV,CV,CV,0.542
30,TAVARES BASTOS,RUA TAVARES BASTOS - CATETE,2,NEUTRAL,,NEUTRAL,NEUTRAL,CV,CV,CV,CV,CV,0.577
31,VILA CANDIDO,LADEIRA DOS GUARARAPES - COSME VELHO - COMPLEXO DOS GUARARAPES,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.544
32,VILA DA IMACULADA CONCEICAO,LADEIRA DO ASCURRA - COSME VELHO,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.571
33,VILA PEREIRA DA SILVA,RUA PEREIRA DA SILVA - LARANJEIRAS,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.561
34,VILA SANTO AMARO,RUA PEDRO AMÉRICO 82 - CATETE,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.556
35,BABILONIA,LAD ARY BARROSO LEME - COMPLEXO DA BABILÔNIA,1,UPP,,UPP,WITHOUT DRUG TRAFFICKING,ADA,ADA,ADA,ADA,ADA,0.544
36,CHAPEU MANGUEIRA,RUA GUSTAVO SAMPAIO 164 - LEME - COMPLEXO BABILONIA,1,UPP,,UPP,WITHOUT DRUG TRAFFICKING,ADA,ADA,ADA,ADA,ADA,0.564
37,LADEIRA DOS TABAJARAS,LADEIRA DOS TABAJARAS 572 - BOTAFOGO - COMPLEXO MORRO DOS CABRITOS,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.549
38,MORRO DOS CABRITOS,RUA EUCLIDES DA ROCHA 13 - COPACABANA - COMPLEXO MORRO DOS CABRITOS,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.565
39,PAVAO-PAVAOZINHO,RUA SAINT ROMAN 76 - COPACABANA - COMPLEXO CANTAGALO,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.562
40,VILA BENJAMIM CONSTANT,RUA LAURO MULLER - URCA,2,NEUTRAL,,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,0.599
41,CHACARA DO CEU,AV NIEMEYER 112 - VIDIGAL ,1,ADA,,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.575
42,MORRO DO CANTAGALO,RUA SAINT ROMAN 200 - IPANEMA - COMPLEXO CANTAGALO,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.546
43,ROCINHA,ESTR DA GÁVEA - ROCINHA,1,ADA,,ADA,ARMED,ADA,ADA,ADA,ADA,CV,0.533
45,VIDIGAL,AV NIEMEYER - VIDIGAL,1,ADA,,ADA,ARMED,ADA,ADA,ADA,CV,CV,0.553
46,VILA PARQUE DA CIDADE,ESTR SANTA MARINA - GÁVEA,2,ADA,,ADA,UNARMED,ADA,ADA,ADA,ADA,CV,0.587
47,BARREIRA DO VASCO,RUA RICARDO MACHADO 336 - SÃO CRISTÓVÃO,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.57
48,CONJUNTO ATAULFO ALVES,RUA OLIMPIO DE MELO 966 - BENFICA,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.583
49,RUA FERREIRA DE ARAUJO,RUA FERREIRA DE ARAUJO 134 - BENFICA,,CV,,CV,ARMED,CV,CV,CV,CV,CV,
50,MANGUEIRA (RA-SAO CRISTOVAO),RUA VISCONDE DE NITEROI 796 - MANGUEIRA - COMPLEXO DA MANGUEIRA,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.543
51,MARECHAL JARDIM,RUA MARECHAL JARDIM - SÃO CRISTOVÃO - COMPLEXO TUIUTI,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.569
52,MORRO DOS TELEGRAFOS,RUA JUPARÁ 291 - MANGUEIRA - COMPLEXO DA MANGUEIRA,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.512
53,PARQUE ALEGRIA,AV BRASIL 2950 - CAJU - COMPLEXO PARQUE ALEGRIA,1,ADA,,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.55
54,PARQUE CANDELARIA,AV BARTOLOMEU DE GUSMÃO 1100 - MANGUEIRA - COMPLEXO DA MANGUEIRA,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.558
55,PARQUE DOS MINEIROS,RUA MARECHAL JARDIM 974 - SÃO CRISTOVÃO - COMPLEXO DO TUIUTI,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.576
56,PARQUE HEREDIA DE SA,RUA SENADOR DOMICIO BARRETO 305 - BENFICA - COMPLEXO VILA ARARÁ,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.541
57,PARQUE HORACIO CARDOSO FRANCO,RUA COUTO MAGALHÃES - BENFICA - COMPLEXO VILA ARARÁ,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.545
58,PARQUE VITORIA,RUA BELA 1381 - CAJU - COMPLEXO PARQUE ALEGRIA,1,ADA,,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.542
60,TUIUTI,RUA MARECHAL JARDIM SÃO CRISTOVÃO - COMPLEXO TUIUTI,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.52
61,VILA ARARA,RUA LEOPOLDO BULHÕES - BENFICA - COMPLEXO VILA ARARÁ,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.505
62,BOREL,RUA SÃO MIGUEL 400 - TIJUCA - COMPLEXO DO BOREL,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.521
63,COREIA (RA-TIJUCA),RUA HENRIQUE FLEIUSS 475 - TIJUCA,1,CV,,CV,ARMED,ADA,ADA,ADA,ADA,CV,0.335
64,DOUTOR CATRAMBI,RUA ALVES CAMARA 61 - ALTO DA BOA VISTA,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.451
65,ESTRADA DO TIJUACU,ESTR DAS FURNAS - ALTO DA BOA VISTA,,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.464
66,FRANCA JUNIOR,RUA FRANÇA JUNIOR 407 - TIJUCA - COMPLEXO DO MORRO DO CRUZ,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.608
67,INDIANA,AV MARACANÃ - TIJUCA,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.441
68,MATA MACHADO,ESTR DAS FURNAS 1467 - ALTO DA BOA VISTA,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.523
69,MORRO DA CASA BRANCA,RUA SÃO MIGUEL 130 - TIJUCA - COMPLEXO DO BOREL,1,UPP,,UPP,WITH DRUG TRAFFICKING,TCP,TCP,TCP,TCP,TCP,0.523
70,MORRO DO CHACRINHA,RUA VALPARAÍSO - TIJUCA - COMPLEXO DO TURANO,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.552
71,MORRO DA FORMIGA,RUA JOCELINA FERNANDES 335 - TIJUCA,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.47
72,MORRO DA LIBERDADE,RUA BARÃO DE ITAPAGIPE 353 - TIJUCA - COMPLEXO DO TURANO,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.515
73,MORRO DO BANANAL,RUA GURINDIBA 81 - TIJUCA,1,UPP,,UPP,WITH DRUG TRAFFICKING,TCP,TCP,TCP,TCP,TCP,0.511
74,SALGUEIRO,RUA JUNQUILHOS - TIJUCA,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.526
75,ARRELIA,RUA LEOPOLDO 900 - COMPLEXO ANDARAÍ,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.482
76,BORDA DO MATO,RUA BORDA DO MATO 937 - GRAJAÚ - COMPLEXO JOÃO PAULO II,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.414
77,BURACO QUENTE,RUA FERNANDES VIEIRA 190 - ANDARAÍ - COMPLEXO DO MORRO DO CRUZ,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.548
78,JAMELAO,RUA FERREIRA PONTES 720 - ANDARAÍ - COMPLEXO ANDARAÍ,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.438
79,MORRO DO CRUZ,RUA TENENTE MARQUES SOUZA 259 - ANDARAI - COMPLEXO MORRO DO CRUZ,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.564
80,MORRO DOS MACACOS,RUA SENADOR NABUCO 248 - VILA ISABEL - COMPLEXO DOS MACACOS,1,UPP,,UPP,WITH DRUG TRAFFICKING,ADA,ADA,ADA,ADA,ADA,0.503
81,NOVA DIVINEIA,RUA BORDA DO MATO 417 - GRAJAU - COMPLEXO JOÃO PAULO II,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.498
82,PARQUE JOAO PAULO II,RUA SÁ VIANA 235 - GRAJAU - COMPLEXO PARQUE JOÃO PAULO II,1,UPP,,UPP,WITH DRUG TRAFFICKING,CV,CV,CV,CV,CV,0.549
83,PARQUE VILA ISABEL,RUA SENADOR NABUCO 446 - VILA ISABEL - COMPLEXO DOS MACACOS,1,UPP,,UPP,WITH DRUG TRAFFICKING,ADA,ADA,ADA,ADA,ADA,0.542
84,BAIXA DO SAPATEIRO,RUA NOVA JERUSALEM - MARÉ - COMPLEXO MARÉ,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,CV,0.549
85,CHP-2,AV DOS DEMOCRÁTICOS 30 - MANGUINHOS - COMPLEXO MANGUINHOS,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.502
86,IGREJA NOSSA SENHORA DA CONCEICAO,RUA PASSOS COUTINHO 208 - RAMOS,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.568
87,ITARARE,ESTR DO ITARARÉ 470 - ALEMÃO - COMPLEXO DO ALEMÃO,1,COMPLEXO DO ALEMAO OCCUPATION,,COMPLEXO DO ALEMAO OCCUPATION,DISARTICULATED CV,CV,CV,CV,CV,CV,0.559
88,JOANA NASCIMENTO,AV BRASIL - MARÉ,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,
89,JOAQUIM DE QUEIROZ,RUA JOAQUIM DE QUEIROZ - ALEMÃO - COMPLEXO DO ALEMÃO,1,COMPLEXO DO ALEMAO OCCUPATION,,COMPLEXO DO ALEMAO OCCUPATION,DISARTICULATED CV,CV,CV,CV,CV,CV,0.505
90,PARQUE MARE,RUA TEIXEIRA RIBEIRO 2084 - MARÉ - COMPLEXO DA MARÉ,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.543
91,MORRO DA BAIANA,ESTR DO ITARARÉ 161 - ALEMÃO - COMPLEXO DO ALEMÃO,1,COMPLEXO DO ALEMAO OCCUPATION,,COMPLEXO DO ALEMAO OCCUPATION,DISARTICULATED CV,CV,CV,CV,CV,CV,0.544
92,MORRO DO ADEUS,ESTR DO ITARARÉ - ALEMÃO - COMPLEXO DO ALEMÃO,1,COMPLEXO DO ALEMAO OCCUPATION,,COMPLEXO DO ALEMAO OCCUPATION,DISARTICULATED CV,CV,CV,CV,TCP,TCP,0.522
93,MORRO DO ALEMAO,ESTR DO ITARARÉ 200 - ALEMÃO - COMPLEXO DO ALEMÃO,1,COMPLEXO DO ALEMAO OCCUPATION,,COMPLEXO DO ALEMAO OCCUPATION,DISARTICULATED CV,CV,CV,CV,CV,CV,0.513
94,MORRO DO CARIRI,RUA GENERAL ROCHA CALADO -OLARIA - COMPLEXO DA VILA CRUZEIRO,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.536
95,MORRO DO PIANCO,RUA URANOS - ALEMÃO - COMPLEXO DO ALEMÃO,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.535
96,NOVA HOLANDA,RUA SARGENTO SILVA NUNES - MARÉ - COMPLEXO DA MARÉ,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.54
97,PARAIBUNA,RUA PARAIBUNA - MARÉ,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,
98,PARQUE CARLOS CHAGAS,RUA LEOPOLDO BULHÕES 452 - MANGUINHOS - COMPLEXO DE MANGUINHOS,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.449
99,PARQUE FELIX FERREIRA,RUA TENENTE ABEL CUNHA 110 - HIGIENÓPOLIS,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.58
100,PARQUE JOAO GOULART,ESTR DE MANGUINHOS 289 - MANGUINHOS - COMPLEXO MANGUINHOS,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.514
101,PARQUE OSWALDO CRUZ,AV BRASIL - MANGUINHOS,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.547
102,PARQUE PROLETARIO MONSENHOR BRITO,AV BRASIL - BONSUCESSO,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.591
103,PARQUE ROQUETE PINTO,AV BRASIL 7800 - MARÉ - COMPLEXO PARQUE ROQUETE PINTO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.549
104,PARQUE RUBENS VAZ,AV BRASIL 7020 - MARÉ - COMPLEXO DA MARÉ,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.544
105,PARQUE UNIAO,AV BRASIL - MARÉ - COMPLEXO DA MARÉ,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.559
106,RAMOS,AV BRASIL 8388 - RAMOS - COMPLEXO PARQUE ROQUETE PINTO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.538
107,TENENTE PIMENTEL,RUA URANOS - OLARIA,2,MILICIA,,MILICIA,UNARMED,MILICIA,MILICIA,MILICIA,MILICIA,MILICIA,0.559
108,TIMBAU,RUA PRAIA DE INHAUMA - MARÉ - COMPLEXO DA MARÉ,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.558
109,VILA CRUZEIRO,RUA JOSÉ RUCAS - OLARIA - COMPLEXO VILA CRUZEIRO,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.539
110,VILA RESIDENCIAL DARCY VARGAS,RUA JOAQUIM GOMES - RAMOS - COMPLEXO PARQUE ITAMBÉ,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.59
111,VILA SANTO ANTONIO (RA-RAMOS),AV DOS CAMPEÕES - RAMOS,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.597
112,VILA TURISMO,AV DOS DEMOCRATICOS 546 - MANGUINHOS - COMPLEXO DE MANGUINHOS,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.509
113,BAIRRO PROLETARIO DO DIQUE,RUA MINIST ARTUR COSTA 1300 - VIGÁRIO GERAL,2,CV,DT,CV,ARMED,CV,CV,CV,CV,CV,0.496
114,BRAS DE PINA,RUA CASTELO BRANCO -  BRÁS DE PINA,2,CV,N,CV,ARMED,CV,CV,CV,CV,CV,0.553
115,CENTRO SOCIAL MARCILIO DIAS,AVENIDA LOBO JUNIOR - PENHA CIRCULAR,2,CV,N,CV,ARMED,CV,CV,MILICIA,CV,CV,0.534
116,CORDOVIL,AV BRASIL - CORDOVIL,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.539
117,DOURADOS,RUA BULHÕES MARCIAL - CORDOVIL - COMPLEXO DOURADOS,2,CV,,CV,UNARMED,MILICIA,MILICIA,CV,CV,CV,0.427
118,MANGUEIRINHA,ESTR DO QUITUNGO - BRÁS DE PINA - COMPLEXO MORRO DA GUAÍBA,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.541
119,MORRO DA CAIXA DAGUA (RA-PENHA),AV LOBO JUNIOR - PENHA CIRCULAR - COMPLEXO DO GROTÃO,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.479
120,MORRO DA FE,RUA CAROEN 366 - PENHA CIRCULAR - COMPLEXO PENHA CIRCULAR,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.532
121,MORRO DA GUAIBA,RUA BENTO CARDOSO - BRÁS DE PINA - COMPLEXO MORRO DA GUAÍBA,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.543
122,MORRO DO CARACOL,RUA DO CAJÁ - PENHA - COMPLEXO DO GROTÃO,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.527
123,MORRO DO SERENO,RUA FREI GASPAR - PENHA CIRCULAR - COMPLEXO DO GROTÃO,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.496
124,PARQUE FURQUIM MENDES,RUA FURQUIM MENDES - VIGÁRIO GERAL - COMPLEXO BAIRRO PROLETARIO DO DIQUE,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.436
125,PARQUE JARDIM BEIRA MAR,AV BRASIL 13760 - PARADA DE LUCAS - COMPLEXO VIGARIO GERAL,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.525
126,PARQUE PROLETARIO DE CORDOVIL,AV BRASIL - CORDOVIL - COMPLEXO VILA CAMBUCI,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.539
127,PARQUE PROLETARIO DE VIGARIO GERAL,RUA BULHÕES MARCIAL - VIGARIO GERAL - COMPLEXO VIGARIO LUCAS,2,TCP,,TCP,ARMED,TCP,TCP,TCP,CV,CV,0.525
128,PARQUE PROLETARIO DO GROTAO,RUA CAJÁ - PENHA - COMPLEXO DO GROTÃO,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.54
129,RUA FREY GASPAR 279,RUA FREY GASPAR 279 PENHA CIRCULAR - COMPLEXO GROTÃO,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.537
130,RUA LAUDELINO FREIRE,RUA LAUDELINO FREIRE 1039 - PENHA - COMPLEXO DA VILA CRUZEIRO,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.547
131,VILA CAMBUCI,RUA CAMBUCI - CORDOVIL - COMPLEXO VILA CAMBUCI,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.523
132,RUA RODOLFO CHAMBELLAND,RUA RODOLFO CHAMBELLAND - JARDIM AMÉRICA,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.554
133,SERRA PELADA,ESTR DO PORTO VELHO - CORDOVIL - COMPLEXO VILA CAMBUCI,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.512
134,TE CONTEI,AV BRASIL 13533 - PARADA DE LUCAS - COMPLEXO VIGÁRIO LUCAS,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.539
135,VILA PROLETARIA DA PENHA,ESTR JOSÉ RUCAS - PENHA - COMPLEXO VILA CRUZEIRO,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.536
136,BELEM-BELEM,AV SUBURBANA - ENGENHO DE DENTRO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,CV,CV,CV,0.542
137,CEU AZUL,RUA SOUZA BARROS 395 - ENGENHO NOVO - COMPLEXO DOIS DE MAIO,2,CV,S,CV,ARMED,CV,CV,CV,CV,CV,0.519
138,CHACARA DE DEL CASTILHO,AV SUBURBANA 3641 - DEL CASTILHO,2,CV,DT,CV,ARMED,CV,CV,CV,CV,CV,0.55
139,CONJUNTO RESIDENCIAL FERNAO CARDIN,AV SURBUBANA 6012 - ENGENHO DE DENTRO,2,MILICIA,,MILICIA,ARMED,MILICIA,MILICIA,MILICIA,CV,CV,0.537
140,DOIS DE MAIO,RUA DOIS DE MAIO 246 - SAMPAIO - COMPLEXO DOIS DE MAIO,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.531
141,JACAREZINHO,RUA CMANDANTE GRACINDO DE SÁ - JACAREZINHO - COMPLEXO DO JACAREZINHO,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.532
142,MARLENE,RUA BRAULIO CORDEIRO 768 - JACARÉ,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.543
143,MORRO DA CAIXA DAGUA (RA-MEIER),RUA APDRE MANUEL DE NÓBREGA - PIEDADE - COMPLEXO MORRO DO URUBU,2,ADA,DT,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,
144,MORRO DO ENGENHO DA RAINHA,RUA BENTO AMARAL 84 - ENGENHO DA RAINHA ,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.426
145,MORRO DO TRAJANO,RUA MIGUEL LIMA 55 - PILARES,2,CV,,CV,UNARMED,CV,CV,CV,CV,CV,0.554
146,MORRO DO URUBU,RUA JACAREÍ - PILARES COMPLEXO MORRO DO URUBU,2,ADA,DT,ADA,ARMED,ADA,ADA,ADA,ADA,ADA,0.548
147,MORRO DAS PALMEIRAS,PRAÇA SÃO MATEUS 1 - ALEMÃO  - COMPLEXO DO ALEMÃO,1,COMPLEXO DO ALEMAO OCCUPATION,,COMPLEXO DO ALEMAO OCCUPATION,DISARTICULATED CV,CV,CV,CV,CV,CV,0.541
148,NOVA BRASILIA-TRES PONTES (RA-SANTA CRUZ),RUA ESPERANÇA - SANTA CRUZ - COMPLEXO TRES PONTES,2,TCP,,TCP,ARMED,TCP,TCP,TCP,TCP,TCP,0.528
149,PARQUE PROLETARIO AGUIA DE OURO,AV AUTOMÓVEL CLUBE - INHAÚMA,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.538
150,PARQUE PROLETARIO ENGENHO DA RAINHA,AV AUTOMOVEL CLUBE - ENGENHO DA RAINHA,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.531
151,PARQUE UNIAO DE DEL CASTILHO,AV AUTOMÓVEL CLUBE - DEL CASTILHO - COMPLEXO PARQUE UNIÃO DE DEL CASTILHO,2,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.544
152,PICA PAU AMARELO,RUA MIGUEL ANGELO 569 - CACHAMBI,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.532
153,"PRACA MARIMBA, 60 (FUNDOS)",RUA MATINORÉ 60 - JACAREZINHO,1,CV,,CV,ARMED,CV,CV,CV,CV,CV,0.442
